prod_pet,prod_gas,prod_agua,iny_agua,iny_gas,iny_co2,iny_otro,tef,tipoextraccion,profundidad,cuenca,tipo_de_recurso,tipopozo
5101.59,1137.22,1166.86,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,6240.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
19.05,32.38,0.0,0.0,0.0,0.0,0.0,19.05,Plunger Lift,2800.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1414.43,180.26,363.99,0.0,0.0,0.0,0.0,30.83,Surgencia Natural,5271.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
749.06,105.97,407.54,0.0,0.0,0.0,0.0,30.85,Surgencia Natural,4871.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
14.66,28.52,15.71,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3034.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
672.76,115.96,354.03,0.0,0.0,0.0,0.0,30.81,Surgencia Natural,5060.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1953.3,358.17,201.0,0.0,0.0,0.0,0.0,30.77,Surgencia Natural,6258.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
61.31,116.64,48.72,0.0,0.0,0.0,0.0,30.96,Surgencia Natural,3035.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1735.45,202.25,503.88,0.0,0.0,0.0,0.0,30.9,Surgencia Natural,5289.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
4.1,6.05,0.0,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3077.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1872.36,330.09,190.66,0.0,0.0,0.0,0.0,30.17,Surgencia Natural,6324.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2703.7,491.1,107.45,0.0,0.0,0.0,0.0,30.48,Surgencia Natural,6428.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
31.33,43.03,60.24,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3035.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1443.43,258.91,193.5,0.0,0.0,0.0,0.0,30.98,Surgencia Natural,5193.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1433.6,261.77,208.83,0.0,0.0,0.0,0.0,30.42,Surgencia Natural,6161.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1312.55,139.58,61.39,0.0,0.0,0.0,0.0,20.29,Bombeo Mecánico,5520.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1762.7,313.96,92.59,0.0,0.0,0.0,0.0,30.75,Surgencia Natural,5296.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2968.9,544.29,218.81,0.0,0.0,0.0,0.0,30.65,Surgencia Natural,6387.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2360.74,234.87,51.04,0.0,0.0,0.0,0.0,30.77,Surgencia Natural,5674.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1849.44,329.58,126.74,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,5247.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1201.23,256.59,118.9,0.0,0.0,0.0,0.0,30.6,Surgencia Natural,4633.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
998.8,135.66,537.92,0.0,0.0,0.0,0.0,30.38,Surgencia Natural,5704.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2143.09,160.98,365.88,0.0,0.0,0.0,0.0,22.81,Surgencia Natural,5840.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
159.95,42.13,114.57,0.0,0.0,0.0,0.0,31.0,Bombeo Mecánico,3175.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
317.76,40.39,34.08,0.0,0.0,0.0,0.0,21.27,Bombeo Mecánico,4204.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2506.32,449.58,135.47,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,6375.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1.23,1.98,0.25,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3058.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
5399.95,999.05,490.67,0.0,0.0,0.0,0.0,30.73,Surgencia Natural,5551.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
264.92,20.62,39.38,0.0,0.0,0.0,0.0,28.81,Bombeo Mecánico,5746.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
681.16,82.41,46.43,0.0,0.0,0.0,0.0,29.21,Bombeo Mecánico,5688.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2729.75,188.42,70.17,0.0,0.0,0.0,0.0,30.98,Surgencia Natural,5881.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1628.39,231.04,396.61,0.0,0.0,0.0,0.0,30.94,Surgencia Natural,0.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1.87,2.51,0.25,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3042.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1666.12,211.26,1199.95,0.0,0.0,0.0,0.0,24.0,Surgencia Natural,4992.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1746.72,174.7,166.71,0.0,0.0,0.0,0.0,23.1,Surgencia Natural,5305.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
684.32,93.16,318.74,0.0,0.0,0.0,0.0,30.75,Surgencia Natural,5490.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
3383.95,252.48,139.32,0.0,0.0,0.0,0.0,30.98,Surgencia Natural,5840.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1699.19,196.56,1904.67,0.0,0.0,0.0,0.0,21.6,Surgencia Natural,5369.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
875.11,99.18,291.98,0.0,0.0,0.0,0.0,30.79,Bombeo Mecánico,5660.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2012.56,122.25,76.48,0.0,0.0,0.0,0.0,30.9,Surgencia Natural,5728.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
3154.4,373.25,1346.28,0.0,0.0,0.0,0.0,30.98,Surgencia Natural,5714.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2013.84,380.09,355.52,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,5375.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
49.51,48.93,6.44,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3055.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1380.45,107.78,29.49,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,4988.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
8.06,41.49,2.26,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3046.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
29.31,31.64,7.14,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3038.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
550.84,66.96,22.32,0.0,0.0,0.0,0.0,30.69,Bombeo Mecánico,5455.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
165.0,211.11,7.47,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3086.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1738.13,261.09,331.93,0.0,0.0,0.0,0.0,30.85,Surgencia Natural,5243.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
927.61,65.78,75.04,0.0,0.0,0.0,0.0,31.0,Bombeo Mecánico,5880.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2383.43,370.2,256.0,0.0,0.0,0.0,0.0,30.96,Surgencia Natural,5265.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2545.59,341.19,212.42,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,5563.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
13.96,19.12,2.01,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3051.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2175.64,224.44,55.63,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,5759.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
366.22,72.58,10.91,0.0,0.0,0.0,0.0,29.85,Bombeo Mecánico,4861.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
377.08,30.6,26.48,0.0,0.0,0.0,0.0,19.42,Bombeo Mecánico,5361.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
45.39,42.03,0.23,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3080.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
617.13,35.63,29.95,0.0,0.0,0.0,0.0,30.94,Bombeo Mecánico,5828.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
3309.22,597.33,204.99,0.0,0.0,0.0,0.0,30.98,Surgencia Natural,6189.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
28.11,40.34,4.9,0.0,0.0,0.0,0.0,30.54,Plunger Lift,3093.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2390.83,447.56,414.07,0.0,0.0,0.0,0.0,30.98,Surgencia Natural,6113.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
114.09,24.92,3.58,0.0,0.0,0.0,0.0,30.77,Bombeo Mecánico,4660.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
10.55,26.59,9.29,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3042.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1682.75,133.32,33.33,0.0,0.0,0.0,0.0,30.69,Surgencia Natural,5255.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
66.25,26.95,21.78,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3042.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1883.96,157.93,48.21,0.0,0.0,0.0,0.0,30.48,Surgencia Natural,4917.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
460.62,27.98,37.27,0.0,0.0,0.0,0.0,30.79,Bombeo Mecánico,5382.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1889.89,153.55,208.56,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,5457.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
344.07,41.85,0.04,0.0,0.0,0.0,0.0,30.94,Bombeo Mecánico,4748.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2134.78,202.52,266.7,0.0,0.0,0.0,0.0,30.77,Surgencia Natural,0.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
3057.92,511.62,301.65,0.0,0.0,0.0,0.0,30.96,Surgencia Natural,5831.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
338.46,86.08,0.0,0.0,0.0,0.0,0.0,31.0,Bombeo Mecánico,4425.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1362.59,233.16,662.6,0.0,0.0,0.0,0.0,30.98,Surgencia Natural,0.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
21.41,26.26,3.01,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3106.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2763.63,478.04,172.78,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,5541.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
867.88,152.64,61.95,0.0,0.0,0.0,0.0,30.92,Bombeo Mecánico,4815.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2988.71,553.0,113.84,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,5414.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
552.88,113.52,71.19,0.0,0.0,0.0,0.0,27.02,Bombeo Mecánico,5660.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2404.19,346.15,438.74,0.0,0.0,0.0,0.0,30.88,Surgencia Natural,5955.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
52.89,23.73,37.05,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3030.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
972.09,82.76,27.12,0.0,0.0,0.0,0.0,28.29,Surgencia Natural,4993.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
465.51,462.19,72.92,0.0,0.0,0.0,0.0,30.96,Surgencia Natural,3101.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2934.17,411.44,168.11,0.0,0.0,0.0,0.0,30.9,Surgencia Natural,5968.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2712.89,424.01,486.08,0.0,0.0,0.0,0.0,29.0,Surgencia Natural,5847.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
3306.56,587.11,344.28,0.0,0.0,0.0,0.0,30.92,Surgencia Natural,5900.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
696.74,602.8,171.16,0.0,0.0,0.0,0.0,30.96,Surgencia Natural,3077.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1409.28,139.58,567.41,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,6100.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
9.0,22.23,2.01,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3089.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2151.62,539.63,433.65,0.0,0.0,0.0,0.0,30.42,Surgencia Natural,5872.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1205.76,114.44,26.34,0.0,0.0,0.0,0.0,30.96,Surgencia Natural,4617.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
3722.28,322.89,615.55,0.0,0.0,0.0,0.0,30.92,Surgencia Natural,6134.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
51.75,15.36,0.77,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3045.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2707.69,194.81,56.54,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,5850.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2823.15,213.45,199.14,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,6085.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
10.55,19.58,14.56,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3098.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2588.43,208.43,396.9,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,5871.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
631.51,453.63,105.89,0.0,0.0,0.0,0.0,30.1,Surgencia Natural,3090.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1784.62,170.78,370.11,0.0,0.0,0.0,0.0,29.85,Surgencia Natural,5977.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1870.31,464.25,477.11,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,5494.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
187.25,238.77,21.75,0.0,0.0,0.0,0.0,30.96,Surgencia Natural,2958.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1341.82,335.09,440.36,0.0,0.0,0.0,0.0,30.98,Surgencia Natural,7224.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2043.19,533.36,352.5,0.0,0.0,0.0,0.0,30.98,Surgencia Natural,6307.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
5.89,2.97,1.25,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3006.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1967.33,493.18,387.48,0.0,0.0,0.0,0.0,30.77,Surgencia Natural,0.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
454.12,252.63,85.59,0.0,0.0,0.0,0.0,30.96,Surgencia Natural,3048.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2397.94,490.08,867.6,0.0,0.0,0.0,0.0,30.85,Surgencia Natural,5896.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
6502.97,957.53,826.57,0.0,0.0,0.0,0.0,30.98,Surgencia Natural,6109.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
7197.06,957.1,2290.71,0.0,0.0,0.0,0.0,30.79,Surgencia Natural,6288.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
719.93,222.84,120.86,0.0,0.0,0.0,0.0,30.83,Surgencia Natural,3092.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
5212.08,705.59,2234.77,0.0,0.0,0.0,0.0,30.25,Surgencia Natural,6294.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
3.72,47.39,1.76,0.0,0.0,0.0,0.0,31.0,Plunger Lift,2994.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
647.28,174.86,139.77,0.0,0.0,0.0,0.0,30.96,Surgencia Natural,3026.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
55.32,23.12,1.72,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3118.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
658.99,72.67,272.85,0.0,0.0,0.0,0.0,31.0,Bombeo Mecánico,0.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
4947.91,565.02,1102.25,0.0,0.0,0.0,0.0,30.98,Surgencia Natural,6018.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
94.27,70.17,244.69,0.0,0.0,0.0,0.0,29.67,Surgencia Natural,3072.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2717.95,333.02,957.66,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,5996.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
968.57,137.61,365.31,0.0,0.0,0.0,0.0,30.75,Surgencia Natural,0.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2480.1,247.62,1083.96,0.0,0.0,0.0,0.0,30.98,Surgencia Natural,5902.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1388.05,156.31,124.55,0.0,0.0,0.0,0.0,24.06,Surgencia Natural,0.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
15.51,4.19,1669.17,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3141.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
3358.31,263.06,249.47,0.0,0.0,0.0,0.0,30.96,Surgencia Natural,6048.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
170.99,53.27,24.21,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3225.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1082.8,105.08,155.54,0.0,0.0,0.0,0.0,23.58,Surgencia Natural,6047.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2752.88,330.94,906.67,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,5961.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
508.82,419.5,560.72,0.0,0.0,0.0,0.0,30.83,Surgencia Natural,3065.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
667.85,246.01,117.2,0.0,0.0,0.0,0.0,29.98,Surgencia Natural,6010.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
228.42,28.62,1.56,0.0,0.0,0.0,0.0,8.73,Bombeo Mecánico,5920.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
4066.58,523.02,1865.83,0.0,0.0,0.0,0.0,30.81,Surgencia Natural,5888.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
62.3,49.98,74.86,0.0,0.0,0.0,0.0,29.83,Plunger Lift,3053.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
6385.97,819.41,1077.85,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,5635.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
522.77,127.34,465.11,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,5905.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
20.45,16.29,41.76,0.0,0.0,0.0,0.0,31.0,Plunger Lift,2975.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
5506.64,756.15,2734.09,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,5514.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
663.83,366.62,213.92,0.0,0.0,0.0,0.0,30.79,Surgencia Natural,3081.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
4394.81,586.59,2112.99,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,6263.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1990.87,213.37,54.35,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,4710.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
247.3,698.77,45.62,0.0,0.0,0.0,0.0,29.67,Surgencia Natural,1452.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
29.47,9.59,9.29,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3058.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
861.96,545.1,82.42,0.0,0.0,0.0,0.0,30.96,Surgencia Natural,3092.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
49.26,64.59,8.56,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3073.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
3676.37,648.99,1114.77,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,5717.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
115.95,12.77,2.81,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3172.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
3838.86,524.68,388.38,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,5809.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
4628.01,653.76,3131.45,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,5790.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
453.56,180.61,199.52,0.0,0.0,0.0,0.0,30.0,Surgencia Natural,3089.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
6198.69,774.07,2025.1,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,5943.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
61.38,69.68,16.75,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3088.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
3983.22,710.68,443.32,0.0,0.0,0.0,0.0,30.0,Surgencia Natural,5665.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
4331.5,671.69,1162.22,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,5572.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
647.99,324.61,212.25,0.0,0.0,0.0,0.0,30.54,Surgencia Natural,3071.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
93.73,59.82,20.45,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3065.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1003.65,646.26,27.31,0.0,0.0,0.0,0.0,30.92,Surgencia Natural,3097.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
211.9,46.47,577.31,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3111.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
66.23,53.47,35.4,0.0,0.0,0.0,0.0,30.25,Plunger Lift,3028.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
636.55,95.28,89.55,0.0,0.0,0.0,0.0,30.81,Bombeo Mecánico,4812.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
729.87,378.49,2000.5,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3129.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
35.71,5.77,12.56,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3074.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
693.59,331.39,248.11,0.0,0.0,0.0,0.0,30.42,Surgencia Natural,3067.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
97.1,9.32,1.66,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,4945.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
509.82,91.58,698.87,0.0,0.0,0.0,0.0,30.83,Bombeo Mecánico,4314.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
201.4,33.45,46.58,0.0,0.0,0.0,0.0,25.42,Surgencia Natural,4829.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
386.65,55.75,129.3,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,4724.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
162.92,34.89,0.0,0.0,0.0,0.0,0.0,28.42,Surgencia Natural,4840.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
359.97,79.13,25.69,0.0,0.0,0.0,0.0,31.0,Bombeo Mecánico,4849.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1119.24,163.92,2112.06,0.0,0.0,0.0,0.0,28.02,Surgencia Natural,5688.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1333.76,208.7,180.38,0.0,0.0,0.0,0.0,22.0,Surgencia Natural,7190.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
884.52,83.13,103.3,0.0,0.0,0.0,0.0,30.96,Bombeo Mecánico,5410.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
136.24,2.69,0.0,0.0,0.0,0.0,0.0,24.21,Surgencia Natural,2819.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
48.66,14.23,2.97,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3147.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
27.55,4.58,7.62,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3040.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
739.79,155.3,152.87,0.0,0.0,0.0,0.0,17.13,Surgencia Natural,4780.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1.23,6.01,0.23,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3038.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
553.66,53.26,0.95,0.0,0.0,0.0,0.0,28.94,Surgencia Natural,4435.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
57.9,27.04,0.51,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3080.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
343.56,56.76,10.61,0.0,0.0,0.0,0.0,30.98,Surgencia Natural,4835.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
80.64,11.51,1.65,0.0,0.0,0.0,0.0,19.71,Bombeo Mecánico,5550.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
39.76,35.47,19.54,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3074.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
399.41,76.58,1143.53,0.0,0.0,0.0,0.0,28.0,Bombeo Mecánico,5441.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
56.61,5.28,0.0,0.0,0.0,0.0,0.0,23.71,Bombeo Mecánico,3227.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
95.69,23.97,175.55,0.0,0.0,0.0,0.0,31.0,Bombeo Mecánico,0.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1281.95,163.24,1084.1,0.0,0.0,0.0,0.0,28.94,Bombeo Mecánico,4475.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
491.95,60.68,35.62,0.0,0.0,0.0,0.0,30.71,Bombeo Mecánico,5080.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
496.42,81.13,391.96,0.0,0.0,0.0,0.0,30.42,Bombeo Mecánico,6150.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
251.51,85.71,18.38,0.0,0.0,0.0,0.0,30.71,Bombeo Mecánico,5082.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
244.27,52.74,93.2,0.0,0.0,0.0,0.0,21.48,Bombeo Mecánico,4769.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
398.63,55.68,49.33,0.0,0.0,0.0,0.0,30.63,Bombeo Mecánico,4924.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
6.92,2.45,2.13,0.0,0.0,0.0,0.0,0.81,Bombeo Mecánico,4794.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
