prod_pet,prod_gas,prod_agua,iny_agua,iny_gas,iny_co2,iny_otro,tef,tipoextraccion,profundidad,cuenca,tipo_de_recurso,tipopozo
373.44,1594.75,142.02,0.0,0.0,0.0,0.0,30.79,Surgencia Natural,3885.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
9.76,96.32,2.66,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3800.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
86.54,73.2,66.06,0.0,0.0,0.0,0.0,30.54,Surgencia Natural,3792.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
15.22,16.15,21.96,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3800.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2.58,47.75,15.25,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3792.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
67.47,493.93,91.44,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3885.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
106.58,153.51,146.0,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3880.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
111.2,492.65,61.05,0.0,0.0,0.0,0.0,30.92,Surgencia Natural,3840.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
12.18,18.25,3.74,0.0,0.0,0.0,0.0,29.0,Surgencia Natural,3800.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1.76,37.0,2.46,0.0,0.0,0.0,0.0,29.0,Surgencia Natural,3792.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
76.0,151.52,164.31,0.0,0.0,0.0,0.0,29.0,Plunger Lift,3880.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
103.14,486.73,110.19,0.0,0.0,0.0,0.0,29.0,Surgencia Natural,3840.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
116.14,565.12,69.58,0.0,0.0,0.0,0.0,29.0,Surgencia Natural,3885.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
297.33,1379.87,146.2,0.0,0.0,0.0,0.0,28.0,Surgencia Natural,3885.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
59.03,63.84,20.26,0.0,0.0,0.0,0.0,28.0,Surgencia Natural,3800.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
58.22,93.14,43.22,0.0,0.0,0.0,0.0,27.83,Surgencia Natural,3792.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
337.7,1609.55,174.8,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3885.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
50.54,49.37,31.14,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3792.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
43.61,41.97,26.78,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3800.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
13.51,15.51,18.11,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3800.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2.14,31.11,12.51,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3792.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
187.14,733.15,30.69,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3885.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
84.25,166.26,134.7,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3880.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
145.36,377.45,64.11,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3840.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
163.57,668.14,24.24,0.0,0.0,0.0,0.0,30.0,Plunger Lift,3885.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
73.64,159.81,106.4,0.0,0.0,0.0,0.0,30.0,Plunger Lift,3880.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
116.12,345.4,33.94,0.0,0.0,0.0,0.0,30.0,Surgencia Natural,3840.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2.36,29.06,14.0,0.0,0.0,0.0,0.0,30.0,Surgencia Natural,3792.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
11.8,14.95,17.51,0.0,0.0,0.0,0.0,30.0,Surgencia Natural,3800.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
31.71,35.1,15.91,0.0,0.0,0.0,0.0,30.0,Surgencia Natural,3800.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
38.7,35.4,19.48,0.0,0.0,0.0,0.0,30.0,Surgencia Natural,3792.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
336.99,1552.0,184.64,0.0,0.0,0.0,0.0,30.0,Surgencia Natural,3885.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
37.12,21.14,20.36,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3792.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
10.05,11.43,5.71,0.0,0.0,0.0,0.0,23.0,Surgencia Natural,3800.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1.74,23.76,4.13,0.0,0.0,0.0,0.0,22.0,Surgencia Natural,3792.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
77.18,171.13,125.98,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3880.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
95.74,391.71,23.48,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3840.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
33.51,21.26,18.37,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3800.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
193.82,1256.13,203.79,0.0,0.0,0.0,0.0,30.5,Surgencia Natural,3885.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2.02,34.15,7.72,0.0,0.0,0.0,0.0,30.0,Surgencia Natural,3792.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
10.44,15.29,12.96,0.0,0.0,0.0,0.0,30.0,Surgencia Natural,3800.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
35.77,19.56,21.28,0.0,0.0,0.0,0.0,30.0,Surgencia Natural,3792.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
34.89,21.18,20.61,0.0,0.0,0.0,0.0,30.0,Surgencia Natural,3800.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
156.41,1191.6,183.58,0.0,0.0,0.0,0.0,30.0,Surgencia Natural,3885.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
75.82,166.66,124.98,0.0,0.0,0.0,0.0,30.0,Plunger Lift,3880.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
55.85,267.57,12.75,0.0,0.0,0.0,0.0,30.0,Surgencia Natural,3840.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1.63,33.56,8.84,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3792.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
39.26,17.1,4.47,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3792.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
4.35,14.79,16.64,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3800.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
39.32,19.91,4.49,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3800.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
84.86,166.41,137.55,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3880.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
41.82,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Surgencia Natural,3860.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
27.74,170.78,7.33,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3840.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
45.16,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Surgencia Natural,3880.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
50.69,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Surgencia Natural,3920.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
146.34,1091.94,240.04,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3885.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
33.74,19.77,9.8,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3800.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
33.78,16.35,9.8,0.0,0.0,0.0,0.0,29.0,Surgencia Natural,3792.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
86.05,152.9,97.36,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3880.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
27.68,87.14,11.83,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3840.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
90.97,54.0,82.56,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3880.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
134.6,1101.08,246.08,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3885.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
596.8,1112.56,199.08,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3860.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
642.92,851.81,204.62,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3920.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
4.41,17.77,20.96,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3800.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1.65,40.34,11.13,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3792.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
16.56,23.14,19.93,0.0,0.0,0.0,0.0,30.0,Surgencia Natural,3800.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1.56,37.49,17.67,0.0,0.0,0.0,0.0,30.0,Surgencia Natural,3792.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
4.17,16.83,33.26,0.0,0.0,0.0,0.0,30.0,Surgencia Natural,3800.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
232.72,111.77,151.2,0.0,0.0,0.0,0.0,29.42,Plunger Lift,3880.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
123.4,1037.26,176.41,0.0,0.0,0.0,0.0,30.0,Surgencia Natural,3885.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
5.92,38.02,10.13,0.0,0.0,0.0,0.0,10.0,Surgencia Natural,3792.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
77.67,129.49,89.05,0.0,0.0,0.0,0.0,30.0,Plunger Lift,3880.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
6.84,70.07,3.03,0.0,0.0,0.0,0.0,26.17,Surgencia Natural,3840.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
593.0,348.83,172.22,0.0,0.0,0.0,0.0,14.13,Surgencia Natural,3840.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
13.43,12.63,13.63,0.0,0.0,0.0,0.0,27.0,Surgencia Natural,3800.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
3.91,112.49,15.86,0.0,0.0,0.0,0.0,27.0,Surgencia Natural,3792.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
168.19,70.17,117.72,0.0,0.0,0.0,0.0,27.0,Plunger Lift,3880.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
75.66,680.6,94.77,0.0,0.0,0.0,0.0,27.0,Surgencia Natural,3885.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
4.43,49.83,28.65,0.0,0.0,0.0,0.0,29.04,Surgencia Natural,3792.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
202.23,50.92,173.93,0.0,0.0,0.0,0.0,29.04,Plunger Lift,3880.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
76.6,585.86,120.95,0.0,0.0,0.0,0.0,29.04,Surgencia Natural,3885.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
318.71,264.63,130.46,0.0,0.0,0.0,0.0,28.04,Surgencia Natural,3840.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
16.3,7.45,25.94,0.0,0.0,0.0,0.0,29.04,Surgencia Natural,3800.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2.61,51.79,11.97,0.0,0.0,0.0,0.0,28.0,Surgencia Natural,3792.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
13.37,13.01,15.4,0.0,0.0,0.0,0.0,26.0,Surgencia Natural,3800.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
197.87,153.28,250.96,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3880.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
73.01,505.7,101.51,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3885.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
106.6,167.83,45.91,0.0,0.0,0.0,0.0,29.5,Surgencia Natural,3840.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
35.43,5.32,3.46,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3069.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1.75,33.93,0.31,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3038.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
265.91,103.57,44.97,0.0,0.0,0.0,0.0,28.0,Surgencia Natural,3040.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
248.81,35.2,52.69,0.0,0.0,0.0,0.0,4.65,Surgencia Natural,4710.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
19.88,85.94,709.67,0.0,0.0,0.0,0.0,30.72,Surgencia Natural,3591.0,GOLFO SAN JORGE,NO CONVENCIONAL,Petrolífero
17.71,8.47,3.46,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3055.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1.65,5.53,0.03,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3013.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
6.33,0.59,86.47,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3202.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
690.18,129.7,0.0,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3188.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
71.07,2.6,0.09,0.0,0.0,0.0,0.0,10.96,Surgencia Natural,3240.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
64.15,35.58,21.37,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3009.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
15.92,17.72,35.35,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3060.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
6103.49,982.92,715.66,0.0,0.0,0.0,0.0,28.72,Surgencia Natural,5702.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
169.07,124.29,10.26,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3090.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
5826.12,1012.98,1189.12,0.0,0.0,0.0,0.0,28.16,Surgencia Natural,5293.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
539.34,47.81,0.0,0.0,0.0,0.0,0.0,21.79,Surgencia Natural,2819.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
50.43,24.68,99.83,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3030.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2179.22,258.38,84.96,0.0,0.0,0.0,0.0,30.88,Surgencia Natural,5695.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1.97,3.2,7.47,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3060.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
70.12,1.8,0.71,0.0,0.0,0.0,0.0,16.0,Bombeo Mecánico,3165.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
24.34,42.4,31.23,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3028.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
10.99,3.82,3.42,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3246.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2.04,26.65,3.39,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3030.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
64.83,37.83,41.17,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3052.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
216.9,150.19,12.78,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3225.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1.03,0.18,0.1,0.0,0.0,0.0,0.0,4.0,Plunger Lift,3206.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
976.26,323.56,901.62,0.0,0.0,0.0,0.0,30.6,Surgencia Natural,4990.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
7.76,8.06,3.01,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3009.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
30.02,37.14,64.4,0.0,0.0,0.0,0.0,31.0,Plunger Lift,2883.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1945.42,411.16,189.73,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,5310.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
72.06,0.0,24.75,0.0,0.0,0.0,0.0,30.97,Bombeo Mecánico,2053.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
45.55,14.32,0.0,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3070.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
4.63,9.38,1.51,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3028.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
13.92,13.4,0.0,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3020.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1157.34,132.33,82.68,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,5291.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
39.22,31.15,0.0,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3118.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
9.31,14.91,13.31,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3030.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
264.96,172.76,22.35,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3106.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
36.37,37.41,0.0,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3085.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
553.22,71.12,19.3,0.0,0.0,0.0,0.0,30.98,Surgencia Natural,4545.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
361.88,56.6,0.0,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3188.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
234.68,162.95,9.11,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3081.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
21.71,3.82,9.33,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3040.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
249.48,55.64,10.9,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3145.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
859.72,129.46,48.79,0.0,0.0,0.0,0.0,30.96,Surgencia Natural,4410.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
40.61,5.09,9.54,0.0,0.0,0.0,0.0,30.88,Bombeo Mecánico,3170.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
852.73,72.49,2.99,0.0,0.0,0.0,0.0,30.83,Bombeo Mecánico,6047.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
632.71,115.68,14.5,0.0,0.0,0.0,0.0,9.13,Surgencia Natural,5822.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
466.4,144.57,17.21,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,4410.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1438.46,114.96,36.11,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,5961.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
100.8,63.2,1656.44,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,3147.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
222.92,21.01,11.28,0.0,0.0,0.0,0.0,16.79,Surgencia Natural,6048.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
11.82,28.8,27.36,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3035.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2069.53,194.99,385.16,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,6018.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
650.11,138.1,6.79,0.0,0.0,0.0,0.0,31.0,Plunger Lift,4347.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
27.0,2.53,35.87,0.0,0.0,0.0,0.0,30.25,Bombeo Mecánico,3872.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1240.33,378.32,55.44,0.0,0.0,0.0,0.0,30.98,Surgencia Natural,4804.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
723.76,135.86,47.63,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,4586.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
7166.61,1435.35,1008.03,0.0,0.0,0.0,0.0,30.83,Surgencia Natural,5814.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
48.08,4.91,0.02,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3064.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1586.54,338.31,1207.06,0.0,0.0,0.0,0.0,29.17,Surgencia Natural,6294.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
571.47,40.39,22.07,0.0,0.0,0.0,0.0,30.85,Surgencia Natural,4831.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
4592.96,560.79,1239.38,0.0,0.0,0.0,0.0,27.65,Surgencia Natural,5355.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
55.05,5.79,0.43,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3072.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
634.05,191.43,29.04,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,4788.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1440.01,313.85,647.26,0.0,0.0,0.0,0.0,30.04,Surgencia Natural,6288.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
374.47,0.0,255.62,0.0,0.0,0.0,0.0,13.33,Surgencia Natural,5060.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
6.05,8.35,0.31,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3045.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
963.67,448.93,0.0,0.0,0.0,0.0,0.0,30.71,Surgencia Natural,4367.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
49.75,8.9,105.7,0.0,0.0,0.0,0.0,31.0,Plunger Lift,2975.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
2417.62,650.7,2079.98,0.0,0.0,0.0,0.0,27.77,Surgencia Natural,0.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
404.58,110.89,230.88,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,2221.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
25.36,21.48,1.85,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3052.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
3287.96,516.86,543.79,0.0,0.0,0.0,0.0,30.96,Surgencia Natural,5830.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
22.78,8.02,1.08,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3158.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
17.04,18.09,5.91,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3052.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1289.52,365.51,424.97,0.0,0.0,0.0,0.0,29.96,Surgencia Natural,6109.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
234.91,35.92,26.66,0.0,0.0,0.0,0.0,30.75,Surgencia Natural,2980.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
3491.9,533.72,2166.73,0.0,0.0,0.0,0.0,30.96,Surgencia Natural,6288.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1864.06,293.22,85.17,0.0,0.0,0.0,0.0,30.71,Surgencia Natural,5833.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
12.92,3.32,0.31,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3092.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
8672.45,978.4,400.11,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,5930.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
27.58,2.04,0.0,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3046.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
643.57,175.54,594.77,0.0,0.0,0.0,0.0,30.08,Surgencia Natural,6263.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
818.62,157.78,11.92,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,4575.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
9.29,11.85,0.0,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3052.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
11.82,55.09,4.66,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3008.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
288.56,84.0,132.32,0.0,0.0,0.0,0.0,26.71,Bombeo Mecánico,4866.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1287.49,168.01,69.94,0.0,0.0,0.0,0.0,30.98,Surgencia Natural,4822.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
462.66,38.07,38.3,0.0,0.0,0.0,0.0,30.92,Bombeo Mecánico,4462.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
285.16,119.77,0.0,0.0,0.0,0.0,0.0,27.69,Bombeo Mecánico,4872.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1213.51,241.72,183.49,0.0,0.0,0.0,0.0,30.58,Surgencia Natural,4791.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
58.85,15.06,0.39,0.0,0.0,0.0,0.0,31.0,Bombeo Mecánico,3177.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1103.02,232.56,99.61,0.0,0.0,0.0,0.0,30.5,Surgencia Natural,4825.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
3.03,11.43,1.87,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3035.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
98.29,9.26,5.87,0.0,0.0,0.0,0.0,31.0,Bombeo Mecánico,3202.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
39.8,4.15,0.0,0.0,0.0,0.0,0.0,9.08,Bombeo Mecánico,4885.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
363.8,2.75,0.0,0.0,0.0,0.0,0.0,23.77,Bombeo Mecánico,4846.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
1508.78,208.7,111.64,0.0,0.0,0.0,0.0,31.0,Surgencia Natural,4812.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
48.33,5.97,74.04,0.0,0.0,0.0,0.0,26.81,Bombeo Mecánico,3121.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
21.04,24.68,0.0,0.0,0.0,0.0,0.0,31.0,Plunger Lift,3093.0,NEUQUINA,NO CONVENCIONAL,Petrolífero
